frame,track_id,class_name,x1,y1,x2,y2,center_x,center_y,confidence
0,44,person,1064.64,440.99,1073.03,460.56,1068.835,450.775,1.0
0,45,person,1047.1,462.85,1059.3,486.22,1053.1999999999998,474.535,1.0
0,46,car,751.0,663.61,786.34,700.06,768.6700000000001,681.835,1.0
0,47,car,929.51,449.34,970.73,497.18,950.12,473.26,1.0
0,49,car,1560.3,970.98,1622.42,1005.01,1591.3600000000001,987.995,1.0
0,50,car,596.28,253.66,620.44,316.84,608.36,285.25,1.0
0,51,person,833.55,734.73,844.75,758.03,839.15,746.38,1.0
0,52,motorcycle,819.15,459.65,837.36,488.03,828.255,473.84,1.0
0,137,motorcycle,834.23,664.62,861.27,692.45,847.75,678.5350000000001,1.0
0,139,car,245.59,508.97,293.2,529.37,269.395,519.1700000000001,1.0
0,140,car,322.68,502.17,367.12,523.93,344.9,513.05,1.0
0,142,car,154.59,626.04,216.73,652.48,185.66,639.26,1.0
0,143,motorcycle,231.77,629.95,263.36,652.44,247.565,641.195,1.0
0,147,motorcycle,624.03,589.65,662.77,613.86,643.4,601.755,1.0
0,150,motorcycle,1380.91,534.8,1421.1,559.38,1401.005,547.0899999999999,1.0
0,151,motorcycle,1441.2,538.13,1471.53,557.94,1456.365,548.0350000000001,1.0
0,152,motorcycle,1638.64,520.8,1670.21,540.61,1654.4250000000002,530.7049999999999,1.0
0,153,motorcycle,1706.72,526.99,1735.19,545.56,1720.955,536.275,1.0
0,159,car,1187.96,490.75,1235.87,517.94,1211.915,504.345,1.0
0,160,car,1345.94,472.62,1384.79,497.22,1365.365,484.92,1.0
0,161,car,1483.21,473.91,1520.76,494.63,1501.9850000000001,484.27,1.0
0,162,car,1404.22,472.62,1443.06,497.22,1423.6399999999999,484.92,1.0
0,163,car,640.19,212.33,672.56,266.72,656.375,239.52500000000003,1.0
0,164,motorcycle,640.19,279.67,662.2,315.93,651.195,297.8,1.0
0,166,motorcycle,1342.06,499.81,1367.96,516.65,1355.01,508.23,1.0
0,167,motorcycle,1391.27,494.63,1426.23,514.06,1408.75,504.34499999999997,1.0
0,169,motorcycle,1493.57,462.26,1518.17,477.8,1505.87,470.03,1.0
0,175,motorcycle,1066.28,648.7,1092.13,679.8,1079.205,664.25,1.0
0,176,motorcycle,1075.29,718.66,1094.72,756.22,1085.005,737.44,1.0
0,177,motorcycle,1096.01,841.68,1114.14,876.65,1105.075,859.165,1.0
0,178,car,1121.91,850.75,1142.63,887.01,1132.27,868.88,1.0
0,179,car,1001.48,630.6,1035.15,666.86,1018.315,648.73,1.0
0,180,motorcycle,1124.5,793.77,1143.93,822.26,1134.2150000000001,808.015,1.0
1,0,car,635.17,693.13,678.03,745.6,656.5999999999999,719.365,1.0
1,1,car,1120.21,683.8,1150.69,740.6,1135.45,712.2,1.0
1,2,car,741.44,572.23,771.63,614.74,756.5350000000001,593.485,1.0
1,3,car,1413.76,815.0,1440.91,868.63,1427.335,841.815,1.0
1,4,person,1386.25,431.89,1399.68,462.96,1392.9650000000001,447.42499999999995,1.0
1,5,car,929.71,518.27,965.27,561.29,947.49,539.78,1.0
1,6,car,1569.95,928.71,1615.4,961.09,1592.6750000000002,944.9000000000001,1.0
1,7,person,882.04,443.57,890.41,460.67,886.2249999999999,452.12,1.0
1,8,motorcycle,1146.41,627.25,1172.0,672.4,1159.205,649.825,1.0
1,9,car,543.66,511.71,599.48,558.61,571.5699999999999,535.16,1.0
1,10,car,1469.29,820.23,1501.59,875.97,1485.44,848.1,1.0
1,11,person,794.05,711.57,804.95,731.42,799.5,721.495,1.0
1,12,person,717.61,613.39,731.57,638.82,724.59,626.105,1.0
1,13,person,1461.96,425.84,1476.38,462.77,1469.17,444.30499999999995,1.0
1,14,motorcycle,1157.19,969.48,1181.16,991.73,1169.1750000000002,980.605,1.0
1,15,car,1519.29,814.37,1559.45,866.75,1539.37,840.56,1.0
1,16,person,794.62,430.4,810.52,454.85,802.5699999999999,442.625,1.0
1,17,car,1624.32,809.37,1654.52,866.3,1639.42,837.835,1.0
1,18,car,1561.97,1000.94,1595.87,1051.65,1578.92,1026.295,1.0
1,19,car,1594.68,1002.28,1617.68,1037.58,1606.18,1019.93,1.0
1,20,car,1162.92,578.32,1206.34,618.41,1184.63,598.365,1.0
1,21,motorcycle,529.05,205.1,552.07,229.29,540.56,217.195,1.0
1,22,motorcycle,1106.91,623.32,1142.3,664.24,1124.605,643.78,1.0
1,23,motorcycle,1136.18,466.79,1173.34,501.34,1154.76,484.065,1.0
1,24,person,878.86,697.01,891.58,725.13,885.22,711.0699999999999,1.0
1,25,car,938.42,971.49,989.17,1009.14,963.795,990.315,1.0
1,26,car,679.27,614.73,717.36,652.74,698.315,633.735,1.0
1,27,motorcycle,581.46,139.44,602.03,162.66,591.745,151.05,1.0
1,28,car,588.23,411.79,623.1,473.79,605.665,442.79,1.0
1,29,motorcycle,1170.04,680.97,1196.42,700.97,1183.23,690.97,1.0
1,30,person,1262.14,604.96,1272.7,633.38,1267.42,619.1700000000001,1.0
1,31,car,394.55,794.71,429.88,855.81,412.21500000000003,825.26,1.0
1,32,car,609.93,349.39,638.58,417.97,624.255,383.68,1.0
1,33,person,870.41,756.83,884.57,785.14,877.49,770.985,1.0
1,34,person,857.98,822.08,868.39,842.2,863.185,832.1400000000001,1.0
1,35,car,469.09,510.56,510.58,546.53,489.835,528.545,1.0
1,36,motorcycle,495.77,543.17,513.65,563.04,504.71,553.105,1.0
1,37,car,1564.85,895.64,1630.95,931.54,1597.9,913.5899999999999,1.0
1,38,person,1013.09,624.51,1046.28,671.62,1029.685,648.065,1.0
1,39,motorcycle,646.36,336.26,657.41,368.19,651.885,352.225,1.0
1,40,car,322.61,502.0,364.74,539.9,343.675,520.95,1.0
1,41,person,934.53,847.17,946.5,873.46,940.515,860.315,1.0
1,42,motorcycle,209.14,544.5,238.39,570.67,223.765,557.585,1.0
1,43,motorcycle,335.15,648.64,377.5,678.25,356.325,663.4449999999999,1.0
1,44,person,1064.63,441.09,1073.04,460.58,1068.835,450.835,1.0
1,45,person,1047.38,462.85,1059.4,486.31,1053.39,474.58000000000004,1.0
1,46,car,751.01,663.64,786.36,700.07,768.685,681.855,1.0
1,47,car,929.75,453.07,970.74,497.24,950.245,475.155,1.0
1,49,car,1560.39,970.93,1622.48,1004.86,1591.435,987.895,1.0
1,50,car,596.27,253.7,620.43,316.84,608.3499999999999,285.27,1.0
1,51,person,833.23,734.63,844.73,757.75,838.98,746.19,1.0
1,52,motorcycle,819.64,460.26,837.93,488.6,828.785,474.43,1.0
1,53,person,1360.59,432.24,1373.44,458.33,1367.0149999999999,445.28499999999997,1.0
1,54,person,1080.25,452.28,1092.83,478.28,1086.54,465.28,1.0
1,55,car,1630.02,964.34,1663.94,1007.54,1646.98,985.94,1.0
1,56,motorcycle,577.36,570.4,604.78,594.03,591.0699999999999,582.2149999999999,1.0
1,57,car,1520.77,1002.12,1549.48,1055.21,1535.125,1028.665,1.0
1,137,motorcycle,833.43,663.49,860.47,691.32,846.95,677.405,1.0
1,139,car,245.59,508.97,293.2,529.37,269.395,519.1700000000001,1.0
1,140,car,322.68,502.17,367.12,523.93,344.9,513.05,1.0
1,142,car,153.56,626.02,215.7,652.46,184.63,639.24,1.0
1,143,motorcycle,230.98,629.63,262.57,652.12,246.77499999999998,640.875,1.0
1,147,motorcycle,621.78,589.94,660.18,614.15,640.98,602.0450000000001,1.0
1,150,motorcycle,1378.86,534.97,1419.05,559.55,1398.955,547.26,1.0
1,151,motorcycle,1439.02,538.3,1469.35,558.1,1454.185,548.2,1.0
1,152,motorcycle,1635.8,520.97,1667.36,540.87,1651.58,530.9200000000001,1.0
1,153,motorcycle,1704.54,526.99,1733.01,545.56,1718.775,536.275,1.0
1,159,car,1189.31,490.66,1237.23,517.85,1213.27,504.255,1.0
1,160,car,1346.9,472.54,1385.74,497.14,1366.3200000000002,484.84000000000003,1.0
1,161,car,1484.66,473.88,1522.21,494.6,1503.435,484.24,1.0
1,162,car,1405.1,472.58,1443.95,497.19,1424.525,484.885,1.0
1,163,car,640.15,211.07,672.53,265.46,656.3399999999999,238.265,1.0
1,164,motorcycle,640.05,278.23,662.06,314.49,651.055,296.36,1.0
1,166,motorcycle,1343.61,499.42,1369.51,516.26,1356.56,507.84000000000003,1.0
1,167,motorcycle,1392.56,494.63,1427.53,514.06,1410.045,504.34499999999997,1.0
1,169,motorcycle,1494.39,462.09,1518.99,477.76,1506.69,469.92499999999995,1.0
1,175,motorcycle,1066.48,649.17,1092.31,680.27,1079.395,664.72,1.0
1,176,motorcycle,1075.46,720.47,1094.89,758.03,1085.1750000000002,739.25,1.0
1,177,motorcycle,1096.09,842.85,1114.22,877.81,1105.155,860.3299999999999,1.0
1,178,car,1121.94,850.76,1142.65,887.02,1132.295,868.89,1.0
1,179,car,1002.0,631.15,1035.67,667.41,1018.835,649.28,1.0
1,180,motorcycle,1124.12,792.99,1143.54,821.48,1133.83,807.235,1.0
2,0,car,635.28,693.17,678.04,745.59,656.66,719.38,1.0
2,1,car,1120.22,683.8,1150.76,740.7,1135.49,712.25,1.0
2,2,car,740.76,571.71,771.2,615.07,755.98,593.3900000000001,1.0
2,3,car,1413.76,815.01,1440.9,868.65,1427.33,841.8299999999999,1.0
2,4,person,1386.31,431.86,1399.67,462.59,1392.99,447.225,1.0
2,5,car,929.63,518.86,965.87,564.66,947.75,541.76,1.0
2,6,car,1569.96,928.86,1615.43,961.07,1592.6950000000002,944.965,1.0
2,7,person,881.84,443.8,890.53,461.56,886.185,452.68,1.0
2,8,motorcycle,1146.42,627.23,1172.01,672.37,1159.2150000000001,649.8,1.0
2,9,car,543.81,511.49,600.23,558.47,572.02,534.98,1.0
2,10,car,1469.27,820.22,1501.59,875.98,1485.4299999999998,848.1,1.0
2,11,person,793.79,711.57,804.79,731.23,799.29,721.4000000000001,1.0
2,12,person,717.4,613.26,731.7,639.18,724.55,626.22,1.0
2,13,person,1461.99,425.83,1476.39,462.77,1469.19,444.29999999999995,1.0
2,14,motorcycle,1157.22,969.44,1181.14,991.75,1169.18,980.595,1.0
2,15,car,1519.22,814.35,1559.45,867.33,1539.335,840.84,1.0
2,16,person,794.46,430.26,810.55,454.87,802.505,442.565,1.0
2,17,car,1624.35,809.37,1654.56,866.33,1639.455,837.85,1.0
2,18,car,1561.97,1000.94,1596.05,1051.66,1579.01,1026.3000000000002,1.0
2,19,car,1594.66,1002.29,1617.76,1037.64,1606.21,1019.965,1.0
2,20,car,1162.9,578.34,1206.34,618.41,1184.62,598.375,1.0
2,21,motorcycle,529.07,205.1,552.07,230.13,540.57,217.615,1.0
2,22,motorcycle,1106.98,623.33,1142.29,663.85,1124.635,643.59,1.0
2,23,motorcycle,1136.18,466.8,1173.25,501.36,1154.7150000000001,484.08000000000004,1.0
2,24,person,878.62,696.67,891.36,725.1,884.99,710.885,1.0
2,25,car,938.6,971.49,989.16,1009.17,963.88,990.3299999999999,1.0
2,26,car,678.61,614.69,716.49,652.58,697.55,633.635,1.0
2,27,motorcycle,581.46,139.44,602.02,162.65,591.74,151.04500000000002,1.0
2,28,car,588.24,411.86,623.08,473.82,605.6600000000001,442.84000000000003,1.0
2,29,motorcycle,1170.07,680.97,1196.44,700.94,1183.255,690.955,1.0
2,30,person,1262.18,604.97,1272.75,633.38,1267.4650000000001,619.175,1.0
2,31,car,394.5,794.77,429.96,855.86,412.23,825.315,1.0
2,32,car,609.89,349.46,638.55,418.67,624.22,384.065,1.0
2,33,person,870.02,756.84,884.7,785.14,877.36,770.99,1.0
2,34,person,857.92,822.04,868.36,842.17,863.14,832.105,1.0
2,35,car,469.1,510.57,510.68,546.84,489.89,528.705,1.0
2,36,motorcycle,496.69,543.36,514.65,562.52,505.66999999999996,552.94,1.0
2,37,car,1564.86,895.65,1630.96,931.51,1597.9099999999999,913.5799999999999,1.0
2,38,person,1015.35,622.98,1048.36,670.28,1031.855,646.63,1.0
2,39,motorcycle,646.45,335.63,657.54,367.57,651.995,351.6,1.0
2,40,car,322.34,502.08,364.76,540.19,343.54999999999995,521.135,1.0
2,41,person,934.55,847.83,946.29,873.7,940.42,860.7650000000001,1.0
2,42,motorcycle,209.74,544.5,239.05,569.87,224.395,557.185,1.0
2,43,motorcycle,335.43,648.74,377.53,678.28,356.48,663.51,1.0
2,44,person,1064.63,441.13,1073.06,460.61,1068.845,450.87,1.0
2,45,person,1047.76,462.81,1059.55,486.38,1053.655,474.595,1.0
2,46,car,751.05,663.66,786.38,700.1,768.7149999999999,681.88,1.0
2,47,car,929.92,455.45,970.7,497.21,950.31,476.33,1.0
2,49,car,1560.48,970.94,1622.52,1004.78,1591.5,987.86,1.0
2,50,car,596.26,253.73,620.42,316.87,608.3399999999999,285.3,1.0
2,51,person,832.88,734.55,844.66,757.59,838.77,746.0699999999999,1.0
2,52,motorcycle,820.14,460.91,838.47,489.2,829.3050000000001,475.055,1.0
2,53,person,1360.6,432.31,1373.32,458.34,1366.96,445.325,1.0
2,54,person,1080.59,452.83,1092.5,478.27,1086.545,465.54999999999995,1.0
2,55,car,1630.01,964.36,1663.97,1007.54,1646.99,985.95,1.0
2,56,motorcycle,578.56,570.0,605.55,594.04,592.055,582.02,1.0
2,57,car,1520.79,1002.12,1549.48,1055.2,1535.135,1028.66,1.0
2,58,person,893.32,853.98,902.25,877.1,897.7850000000001,865.54,1.0
2,59,person,705.99,675.22,719.72,702.16,712.855,688.69,1.0
2,60,car,881.83,590.26,914.85,628.03,898.34,609.145,1.0
2,61,car,702.86,192.88,727.47,251.85,715.165,222.365,1.0
2,137,motorcycle,832.63,662.36,859.67,690.19,846.15,676.2750000000001,1.0
2,139,car,245.59,508.97,293.2,529.37,269.395,519.1700000000001,1.0
2,140,car,322.68,502.17,367.12,523.93,344.9,513.05,1.0
2,142,car,152.53,626.01,214.67,652.45,183.6,639.23,1.0
2,143,motorcycle,230.19,629.32,261.78,651.81,245.98499999999999,640.565,1.0
2,147,motorcycle,619.53,590.23,657.59,614.44,638.56,602.335,1.0
2,150,motorcycle,1376.81,535.13,1417.0,559.71,1396.905,547.4200000000001,1.0
2,151,motorcycle,1436.84,538.46,1467.17,558.27,1452.005,548.365,1.0
2,152,motorcycle,1632.96,521.13,1664.52,541.14,1648.74,531.135,1.0
2,153,motorcycle,1702.36,526.99,1730.83,545.56,1716.5949999999998,536.275,1.0
2,159,car,1190.67,490.57,1238.58,517.76,1214.625,504.16499999999996,1.0
2,160,car,1347.85,472.45,1386.7,497.06,1367.275,484.755,1.0
2,161,car,1486.1,473.84,1523.66,494.56,1504.88,484.2,1.0
2,162,car,1405.98,472.55,1444.83,497.15,1425.405,484.85,1.0
2,163,car,640.12,209.81,672.49,264.2,656.3050000000001,237.005,1.0
2,164,motorcycle,639.91,276.8,661.92,313.06,650.915,294.93,1.0
2,166,motorcycle,1345.17,499.04,1371.06,515.87,1358.115,507.45500000000004,1.0
2,167,motorcycle,1393.86,494.63,1428.82,514.06,1411.34,504.34499999999997,1.0
2,169,motorcycle,1495.21,461.91,1519.81,477.71,1507.51,469.81,1.0
2,175,motorcycle,1066.69,649.63,1092.49,680.73,1079.5900000000001,665.1800000000001,1.0
2,176,motorcycle,1075.63,722.29,1095.05,759.84,1085.3400000000001,741.065,1.0
2,177,motorcycle,1096.16,844.01,1114.29,878.98,1105.225,861.495,1.0
2,178,car,1121.96,850.77,1142.68,887.03,1132.3200000000002,868.9,1.0
2,179,car,1002.52,631.71,1036.19,667.96,1019.355,649.835,1.0
2,180,motorcycle,1123.73,792.22,1143.15,820.71,1133.44,806.465,1.0
3,0,car,635.58,693.24,678.0,745.61,656.79,719.425,1.0
3,1,car,1120.26,683.82,1150.87,740.76,1135.565,712.29,1.0
3,2,car,739.11,570.74,770.41,617.06,754.76,593.9,1.0
3,3,car,1413.76,815.01,1440.92,868.69,1427.3400000000001,841.85,1.0
3,4,person,1386.41,431.82,1399.63,461.92,1393.02,446.87,1.0
3,5,car,929.64,519.99,967.01,570.07,948.325,545.03,1.0
3,6,car,1569.96,928.88,1615.48,961.09,1592.72,944.985,1.0
3,7,person,881.49,444.24,890.71,463.28,886.1,453.76,1.0
3,8,motorcycle,1146.45,627.24,1172.02,672.33,1159.2350000000001,649.7850000000001,1.0
3,9,car,544.53,511.03,601.59,557.96,573.06,534.495,1.0
3,10,car,1469.24,820.19,1501.6,875.96,1485.42,848.075,1.0
3,11,person,793.39,711.49,804.4,730.83,798.895,721.1600000000001,1.0
3,12,person,716.62,612.96,732.08,639.76,724.35,626.36,1.0
3,13,person,1462.05,425.85,1476.42,462.8,1469.2350000000001,444.32500000000005,1.0
3,14,motorcycle,1157.28,969.42,1181.06,991.84,1169.17,980.63,1.0
3,15,car,1519.11,814.29,1559.48,868.45,1539.295,841.37,1.0
3,16,person,794.15,429.94,810.6,454.92,802.375,442.43,1.0
3,17,car,1624.42,809.35,1654.6,866.39,1639.51,837.87,1.0
3,18,car,1561.97,1000.97,1596.22,1051.77,1579.095,1026.37,1.0
3,19,car,1594.71,1002.31,1617.9,1037.71,1606.305,1020.01,1.0
3,20,car,1162.79,578.41,1206.33,618.46,1184.56,598.435,1.0
3,21,motorcycle,529.11,205.07,552.08,231.96,540.595,218.515,1.0
3,22,motorcycle,1107.05,623.35,1142.3,663.58,1124.675,643.465,1.0
3,23,motorcycle,1136.18,466.78,1173.2,501.39,1154.69,484.085,1.0
3,24,person,878.2,695.86,890.96,725.06,884.58,710.46,1.0
3,25,car,938.84,971.49,989.17,1009.27,964.005,990.38,1.0
3,26,car,677.26,614.46,714.41,652.23,695.835,633.345,1.0
3,27,motorcycle,581.48,139.44,602.03,162.71,591.755,151.075,1.0
3,28,car,588.29,411.93,623.04,473.7,605.665,442.815,1.0
3,29,motorcycle,1170.12,680.95,1196.48,700.91,1183.3,690.9300000000001,1.0
3,30,person,1262.26,604.97,1272.85,633.4,1267.5549999999998,619.185,1.0
3,31,car,394.49,794.82,430.01,855.94,412.25,825.3800000000001,1.0
3,32,car,609.84,349.53,638.55,419.53,624.1949999999999,384.53,1.0
3,33,person,870.18,756.91,884.82,785.17,877.5,771.04,1.0
3,34,person,857.82,821.94,868.28,842.06,863.05,832.0,1.0
3,35,car,469.16,510.6,510.83,547.27,489.995,528.935,1.0
3,36,motorcycle,498.38,543.72,516.52,561.89,507.45,552.8050000000001,1.0
3,37,car,1564.88,895.66,1630.98,931.49,1597.93,913.575,1.0
3,38,person,1014.52,623.41,1047.67,670.44,1031.095,646.925,1.0
3,39,motorcycle,646.64,334.37,657.77,366.32,652.2049999999999,350.345,1.0
3,40,car,321.79,502.21,364.8,540.69,343.295,521.45,1.0
3,41,person,934.6,848.7,946.32,874.14,940.46,861.4200000000001,1.0
3,42,motorcycle,210.98,544.5,240.34,569.21,225.66,556.855,1.0
3,43,motorcycle,335.79,648.95,377.55,678.25,356.67,663.6,1.0
3,44,person,1064.64,441.23,1073.11,460.65,1068.875,450.94,1.0
3,45,person,1048.34,462.88,1059.81,486.51,1054.0749999999998,474.695,1.0
3,46,car,751.12,663.69,786.42,700.16,768.77,681.925,1.0
3,47,car,930.13,459.88,970.68,497.19,950.405,478.53499999999997,1.0
3,49,car,1560.53,970.96,1622.6,1004.51,1591.565,987.735,1.0
3,50,car,596.27,253.78,620.4,316.91,608.335,285.345,1.0
3,51,person,832.89,734.4,844.34,757.05,838.615,745.7249999999999,1.0
3,52,motorcycle,821.12,462.19,839.54,490.45,830.3299999999999,476.32,1.0
3,53,person,1360.59,432.4,1373.26,458.35,1366.925,445.375,1.0
3,54,person,1080.79,453.19,1092.32,478.28,1086.5549999999998,465.735,1.0
3,55,car,1630.0,964.39,1664.01,1007.59,1647.005,985.99,1.0
3,56,motorcycle,579.45,569.64,606.38,593.78,592.915,581.71,1.0
3,57,car,1520.8,1002.15,1549.49,1055.24,1535.145,1028.695,1.0
3,58,person,893.41,853.92,902.38,877.21,897.895,865.565,1.0
3,59,person,706.01,675.28,719.7,702.14,712.855,688.71,1.0
3,60,car,881.82,590.73,914.54,628.23,898.1800000000001,609.48,1.0
3,61,car,702.88,193.47,727.48,252.59,715.1800000000001,223.03,1.0
3,131,motorcycle,880.5,460.99,903.2,486.5,891.85,473.745,1.0
3,137,motorcycle,831.82,661.24,858.86,689.06,845.34,675.15,1.0
3,139,car,245.59,508.97,293.2,529.37,269.395,519.1700000000001,1.0
3,140,car,322.68,502.17,367.12,523.93,344.9,513.05,1.0
3,142,car,151.5,625.99,213.64,652.43,182.57,639.21,1.0
3,143,motorcycle,229.39,629.0,260.98,651.49,245.185,640.245,1.0
3,147,motorcycle,617.28,590.52,655.0,614.73,636.14,602.625,1.0
3,150,motorcycle,1374.76,535.3,1414.95,559.88,1394.855,547.5899999999999,1.0
3,151,motorcycle,1434.66,538.63,1464.99,558.43,1449.825,548.53,1.0
3,152,motorcycle,1630.11,521.3,1661.68,541.4,1645.895,531.3499999999999,1.0
3,153,motorcycle,1700.18,526.99,1728.65,545.56,1714.415,536.275,1.0
3,159,car,1192.02,490.48,1239.93,517.67,1215.975,504.075,1.0
3,160,car,1348.8,472.37,1387.65,496.98,1368.225,484.675,1.0
3,161,car,1487.55,473.81,1525.11,494.53,1506.33,484.16999999999996,1.0
3,162,car,1406.87,472.51,1445.71,497.12,1426.29,484.815,1.0
3,163,car,640.08,208.55,672.46,262.94,656.27,235.745,1.0
3,164,motorcycle,639.77,275.36,661.78,311.62,650.775,293.49,1.0
3,166,motorcycle,1346.72,498.65,1372.62,515.48,1359.67,507.065,1.0
3,167,motorcycle,1395.15,494.63,1430.11,514.06,1412.63,504.34499999999997,1.0
3,169,motorcycle,1496.03,461.74,1520.63,477.67,1508.33,469.70500000000004,1.0
3,175,motorcycle,1066.9,650.1,1092.67,681.2,1079.785,665.6500000000001,1.0
3,176,motorcycle,1075.79,724.1,1095.22,761.65,1085.505,742.875,1.0
3,177,motorcycle,1096.24,845.18,1114.37,880.14,1105.3049999999998,862.66,1.0
3,178,car,1121.98,850.79,1142.7,887.05,1132.3400000000001,868.92,1.0
3,179,car,1003.04,632.26,1036.71,668.51,1019.875,650.385,1.0
3,180,motorcycle,1123.34,791.44,1142.76,819.93,1133.05,805.685,1.0
4,0,car,635.85,693.29,678.01,745.64,656.9300000000001,719.4649999999999,1.0
4,1,car,1120.28,683.85,1150.91,741.0,1135.595,712.425,1.0
4,2,car,737.53,569.74,769.69,616.51,753.61,593.125,1.0
4,3,car,1413.74,815.04,1440.96,868.76,1427.35,841.9,1.0
4,4,person,1386.51,431.78,1399.59,461.39,1393.05,446.585,1.0
4,5,car,929.83,521.22,968.14,575.54,948.985,548.38,1.0
4,6,car,1569.99,929.25,1615.53,961.11,1592.76,945.1800000000001,1.0
4,7,person,881.12,444.73,890.92,464.94,886.02,454.83500000000004,1.0
4,8,motorcycle,1146.42,627.27,1172.05,672.32,1159.2350000000001,649.7950000000001,1.0
4,9,car,545.42,510.58,602.59,557.54,574.005,534.06,1.0
4,10,car,1469.25,820.2,1501.64,875.94,1485.4450000000002,848.07,1.0
4,11,person,792.98,711.5,803.71,730.5,798.345,721.0,1.0
4,12,person,716.72,613.04,732.39,640.28,724.5550000000001,626.66,1.0
4,13,person,1462.11,425.88,1476.41,462.82,1469.26,444.35,1.0
4,14,motorcycle,1157.32,969.43,1181.01,991.93,1169.165,980.68,1.0
4,15,car,1518.94,814.32,1559.49,869.27,1539.2150000000001,841.7950000000001,1.0
4,16,person,793.75,429.44,810.59,455.01,802.1700000000001,442.225,1.0
4,17,car,1624.49,809.35,1654.62,866.45,1639.5549999999998,837.9000000000001,1.0
4,18,car,1562.0,1001.01,1596.48,1051.9,1579.24,1026.455,1.0
4,19,car,1594.61,1002.35,1618.03,1037.82,1606.32,1020.085,1.0
4,20,car,1162.75,578.51,1206.36,618.52,1184.5549999999998,598.515,1.0
4,21,motorcycle,529.19,205.08,552.07,232.55,540.6300000000001,218.815,1.0
4,22,motorcycle,1107.15,623.41,1142.32,663.1,1124.7350000000001,643.255,1.0
4,23,motorcycle,1136.18,466.8,1173.21,501.41,1154.6950000000002,484.105,1.0
4,24,person,877.86,695.51,890.53,725.06,884.1949999999999,710.285,1.0
4,25,car,938.99,971.47,989.19,1009.36,964.09,990.415,1.0
4,26,car,675.97,614.31,712.82,651.93,694.395,633.1199999999999,1.0
4,27,motorcycle,581.47,139.46,601.99,162.68,591.73,151.07,1.0
